0 	 109544.42497221279
1 	 51767.93140495069
2 	 42945.86929050521
3 	 37761.94255631207
4 	 28652.176745500827
5 	 26490.665402141014
6 	 24982.362129961595
7 	 21523.792352741308
8 	 16683.197509987276
9 	 15555.408118628897
10 	 15240.58228798971
11 	 13563.809956958758
12 	 13505.668913962229
13 	 12814.749762313919
14 	 11042.137349508934
15 	 10082.761272778313
16 	 9672.85160280123
17 	 8927.002123489625
18 	 8565.687469867049
19 	 7890.972601045069
20 	 7259.521678247779
21 	 6958.841594591562
22 	 6787.504039855519
23 	 6268.732675166658
24 	 6096.6577545653245
25 	 5617.474013429663
26 	 5427.749746856924
27 	 5148.56257552779
28 	 4900.299409717405
29 	 4686.7479851441285
30 	 4303.005021502256
31 	 4054.1227875848876
32 	 3991.8540053378742
33 	 3705.1037740270904
34 	 3518.3970192718257
35 	 3462.9080827707144
36 	 3392.6706725801987
37 	 3246.616679294754
38 	 3059.1088393569694
39 	 3007.1785718857127
40 	 2932.420037868271
41 	 2788.0505703124604
42 	 2757.329281162265
43 	 2670.4956588487685
44 	 2522.3739623916313
45 	 2381.811602287978
46 	 2308.3925679606973
47 	 2263.5017459533065
48 	 2115.1565733236052
49 	 2085.218491695683
50 	 2007.4865666664418
51 	 1916.7490932162625
52 	 1842.9533971575609
53 	 1760.4297919814064
54 	 1699.9157929851735
55 	 1666.7292502409366
56 	 1633.8555094531564
57 	 1562.8563402258305
58 	 1499.393790341959
59 	 1490.4018576776414
60 	 1411.3731972096818
61 	 1357.2101827736396
62 	 1319.0108304011303
63 	 1291.725775286765
64 	 1236.7300411376768
65 	 1228.105000080339
66 	 1118.508401327464
67 	 1108.8346157642843
68 	 1073.1583206226915
69 	 1020.5181385119438
70 	 1010.0483330445115
71 	 980.1551884608432
72 	 950.5952339351925
73 	 933.7503641323855
74 	 925.9015238060686
75 	 896.8941059072815
76 	 873.178963932114
77 	 866.0506520124476
78 	 816.2878074427626
79 	 799.7104978416241
80 	 775.1250364342008
81 	 745.9383863784493
82 	 709.8741474393885
83 	 688.6312965373373
84 	 659.2825136934579
85 	 645.850266705472
86 	 628.9109167851853
87 	 604.022535908845
88 	 584.1756001669947
89 	 564.381817432735
90 	 553.8911819098935
91 	 545.7484518227899
92 	 526.6641048061746
93 	 496.09968064557586
94 	 479.333340156607
95 	 459.4108433978927
96 	 436.692459363438
97 	 433.38979622624316
98 	 430.923435487281
99 	 417.6251093268618
100 	 401.7853056652963
101 	 390.80939677408725
102 	 377.448311148267
103 	 360.93695375013584
104 	 347.2818818170374
105 	 336.38284467198537
106 	 325.88647929897246
107 	 319.3840691976037
108 	 312.43038106222866
109 	 306.19597735342836
110 	 292.87713338855616
111 	 286.98559367011114
112 	 276.9982191614394
113 	 269.21576883402355
114 	 259.2964665033236
115 	 247.64448589275912
116 	 229.35882411214874
117 	 225.72168004947434
118 	 218.26799638048192
119 	 209.42352754054235
120 	 208.42065273481282
121 	 198.3609099494826
122 	 195.19626370090057
123 	 187.0791748579442
124 	 181.65391541949137
125 	 174.89910749472338
126 	 169.5764520833716
127 	 166.8775611153017
128 	 160.49733567752966
129 	 155.970303163128
130 	 155.40017226312284
131 	 148.72698334496977
132 	 144.9923656764192
133 	 142.4211114222793
134 	 139.1905194447028
135 	 138.27928565072122
136 	 123.81061177312546
137 	 120.95810623790443
138 	 117.66519985861808
139 	 114.68906407011275
140 	 109.44088962451777
141 	 105.05286187069363
142 	 103.80991957144829
143 	 102.15858294107633
144 	 99.53620771228921
145 	 96.44159934016032
146 	 96.0057242586903
147 	 89.57889841448208
148 	 88.12151952074372
149 	 84.38378667634149
150 	 83.42508077630745
151 	 81.9052197479557
152 	 78.42420895312294
153 	 73.53065530013687
154 	 71.82136394245494
155 	 69.95366472262442
156 	 67.78746978842021
157 	 66.00426041538685
158 	 64.57778796393872
159 	 63.207528808848735
160 	 60.091894846444596
161 	 58.87626424862117
162 	 56.616018654293455
163 	 56.13753143270597
164 	 54.26512704604444
165 	 52.96847512291314
166 	 52.20519766223571
167 	 50.6308152412903
168 	 48.99790107889335
169 	 48.31273887935609
170 	 44.75847507262581
171 	 44.12531433809988
172 	 43.3334203541323
173 	 41.92467270916447
174 	 39.1260878954444
175 	 37.96227194703937
176 	 37.53541087672732
177 	 36.825754120429096
178 	 35.81752148839475
179 	 34.79152418858629
180 	 33.291424478069935
181 	 32.735149885262096
182 	 31.909849088910722
183 	 31.34301885355885
184 	 30.238159991498335
