# Data Source: NASA MERRA (version 2)
# Model Time = 2011-04-09 18:00:00
# Location = [  39.1026,  -84.5123 ]
# Fields = [ Z(km), T(K), U(m/s), V(m/s), R(g/cm3), P(mbar) ]
# Ground Height = 0.165
  0.000      2.90486e+02       9.80193e-01       7.34889e-01       1.21649e-03       1.01418e+03
  0.100      2.89769e+02       1.08840e+00       8.86072e-01       1.20523e-03       1.00231e+03
  0.200      2.89061e+02       1.16894e+00       1.01388e+00       1.19406e-03       9.90593e+02
  0.300      2.88316e+02       1.36259e+00       1.23722e+00       1.18312e-03       9.78995e+02
  0.400      2.87514e+02       1.80325e+00       1.66298e+00       1.17250e-03       9.67504e+02
  0.500      2.86919e+02       2.54059e+00       2.25160e+00       1.16111e-03       9.56122e+02
  0.600      2.86970e+02       3.56277e+00       2.86444e+00       1.14723e-03       9.44862e+02
  0.700      2.87593e+02       4.71029e+00       3.32798e+00       1.13126e-03       9.33737e+02
  0.800      2.88142e+02       5.66051e+00       3.43253e+00       1.11584e-03       9.22762e+02
  0.900      2.88197e+02       6.19993e+00       3.11727e+00       1.10254e-03       9.11940e+02
  1.000      2.87908e+02       6.37408e+00       2.65318e+00       1.09071e-03       9.01251e+02
  1.100      2.87475e+02       6.26475e+00       2.31484e+00       1.07953e-03       8.90674e+02
  1.200      2.86964e+02       5.96397e+00       2.14522e+00       1.06874e-03       8.80202e+02
  1.300      2.86390e+02       5.56738e+00       2.10526e+00       1.05827e-03       8.69833e+02
  1.400      2.85767e+02       5.17063e+00       2.15578e+00       1.04805e-03       8.59565e+02
  1.500      2.85113e+02       4.86937e+00       2.25758e+00       1.03803e-03       8.49394e+02
  1.600      2.84442e+02       4.73335e+00       2.37545e+00       1.02814e-03       8.39321e+02
  1.700      2.83765e+02       4.74570e+00       2.48731e+00       1.01834e-03       8.29343e+02
  1.800      2.83097e+02       4.87147e+00       2.57387e+00       1.00858e-03       8.19461e+02
  1.900      2.82448e+02       5.07570e+00       2.61583e+00       9.98826e-04       8.09674e+02
  2.000      2.81831e+02       5.32344e+00       2.59387e+00       9.89030e-04       7.99982e+02
  2.100      2.81254e+02       5.58666e+00       2.49151e+00       9.79168e-04       7.90384e+02
  2.200      2.80705e+02       5.86494e+00       2.30344e+00       9.69285e-04       7.80879e+02
  2.300      2.80169e+02       6.16470e+00       2.02714e+00       9.59437e-04       7.71469e+02
  2.400      2.79630e+02       6.49239e+00       1.66008e+00       9.49678e-04       7.62153e+02
  2.500      2.79073e+02       6.85442e+00       1.19975e+00       9.40062e-04       7.52932e+02
  2.600      2.78482e+02       7.25599e+00       6.45423e-01       9.30636e-04       7.43804e+02
  2.700      2.77855e+02       7.68848e+00       1.65132e-02       9.21405e-04       7.34768e+02
  2.800      2.77197e+02       8.13469e+00      -6.55058e-01       9.12347e-04       7.25823e+02
  2.900      2.76513e+02       8.57730e+00      -1.33718e+00       9.03440e-04       7.16964e+02
  3.000      2.75809e+02       8.99896e+00      -1.99774e+00       8.94664e-04       7.08190e+02
  3.100      2.75089e+02       9.38236e+00      -2.60462e+00       8.85998e-04       6.99499e+02
